,Unnamed: 0,incident_id,title,short_desc,date,location,tags,lat,lng
5214,5214,incident_7923, sexual harassment ," a school girl was touched by a man and she resisted then ran away  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"makina, Kibera, Nairobi, Kenya",Touching /Groping,-1.3084665,36.783297
5215,5215,incident_7920, sexual harassment ," there is a boy who usually follows me to our home everyday  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni, Kibera, Nairobi, Kenya",Stalking,-1.3124125,36.7906184
5216,5216,incident_7918, sexual harassment ," three men were telling me that I should follow them to their homes and I ran away  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"darajani, Kibera, Nairobi, Kenya",Sexual Invites,-1.3111453,36.7875707
5217,5217,incident_7916, sexual harassment ," as I was going to buy vegetables along the road I found two men next to a shop and they started following me  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"darajani, Kibera, Nairobi, Kenya",Stalking,-1.3111453,36.7875707
5218,5218,incident_7913, GBV ," a girl was beaten up by her brother because he found out that she was not going to school and using the money being given for fare to walk around...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"kianda, Kibera, Nairobi, Kenya",Others,-1.3120192,36.7745442
5219,5219,incident_7911, sexual harassment ," she was impregnated while in school, boys used to call every time and harass her  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Kisumu ndogo, LM: Darajani, Kibera, Nairobi, Kenya",Commenting,-1.3123664,36.7875275
5220,5220,incident_7910, sexual harassment ," it was on Monday evening I saw a girl walking and four boys taking pictures of her  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina, Kibera, Nairobi, Kenya",Taking pictures,-1.3084665,36.783297
5221,5221,incident_7905, sexual harassment ," there was a girl who was walking near makina stage when the cyclists around there started commenting about her hips and breast  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina, LM: Church, Kibera, Nairobi, Kenya",Commenting,-1.3083,36.7904717
5222,5222,incident_7899, sexual harassment ," Fighting with girls so that they can touch them  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"olympic, Kibera, Nairobi, Kenya",Touching /Groping,-1.3124478,36.7779108
5223,5223,incident_7898, sexual harassment ," she used to be caled all names when she left school to home. Names like beautiful  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"gatwekeras LM: Pentagon bar, Kibera, Nairobi, Kenya",Commenting,-1.3114845,36.7879475
5224,5224,incident_7897, sexual harassment ," when she was going home some boys were harassing her by touching her breasts and the girl could not do anything.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"gatwekera, Kibera, Nairobi, Kenya",Touching /Groping,-1.3148818,36.7823432
5225,5225,incident_7896, sexual harassment ," some boys like whistling at us on our way from schol  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Gatwekera, Kibera, Nairobi, Kenya",Touching /Groping,-1.3148818,36.7823432
5226,5226,incident_7895, sexual harassment ," I was sent to the shop when approaching the shop I saw a man touch a girls breast  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Lindi, church, Kibera, Nairobi, Kenya",Touching /Groping,-1.3103853,36.7945773
5227,5227,incident_7894, sexual harassment ," I was going to the shop when I met a boy whom I know and he started whistling at me and I ignored him, he came and grabbed my hand and forced...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Kambi Muru LM: Guba base, Kibera, Nairobi, Kenya",Touching /Groping,-1.3113173,36.7875652
5228,5228,incident_7893, sexual harassment ," I was walking from school to home when I saw a group of boys commenting on a girl who was walking infront of them saying that she had big hips  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Kisumu ndogo, Kibera, Nairobi, Kenya",Commenting,-1.3123664,36.7875275
5229,5229,incident_7892, sexual harassment ," I was walking on the road when I saw a girl pass by and she was dressed in a short dress. One boy called her and told her to go and greet him...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Kisumu Ndogo LM: Darajani, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3123664,36.7875275
5230,5230,incident_7891, sexual harassment ," It was on a Monday when my friend and I were walking home from school and we saw a group of boys eating khat. The boys stood up and came to...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Lindi LM:kisumu ndogo school, Kibera, Nairobi, Kenya",Commenting,-1.3123664,36.7875275
5231,5231,incident_7888, sexual harassment ," I was sent to the shope to buy food ,on my way certain boys started calling me ""ksii ksii"" I dint look back but went away  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"lindi, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3156087,36.7920489
5232,5232,incident_7887, sexual harassment ," it was during my holiday,I was playing with my friends then a certain boy came and told me that am being called by a certain man, I went when...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"lindi, Kibera, Nairobi, Kenya",Rape / Sexual Assault,-1.3156087,36.7920489
5233,5233,incident_7886, sexual harassment ," my sister went to visit a certain boy and then that boy wanted them to have sex but my sister refused and found out that the guy had a drug...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"makina , Kibera, Nairobi, Kenya",Sexual Invites,-1.3084665,36.783297
5234,5234,incident_7885, sexual harassment ," I was fetching water under the railwayline,some young men started calling me telling me that they have much money and they are ready to give...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"kisumu dogo, Kibera, Nairobi, Kenya",Sexual Invites,-1.3123664,36.7875275
5235,5235,incident_7882, sexual harassment ," a man who used to take care of one of the toilets in katwekera, he used to tke advantage of the ladies who used the toilets. He was once found...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Katwekera LM: Mama Okinda, Kibera, Nairobi, Kenya",Rape / Sexual Assault,-1.3114845,36.7879475
5236,5236,incident_7880, sexual harassment ," I was seated on the ground at the DC's office and a group f men also sat there. All they were doing is staring at the passerbys and making different...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"DC LM:DC'S office, Kibera, Nairobi, Kenya",Catcalls/Whistles,38.9071923,-77.0368707
5237,5237,incident_7879, sexual harassment ," I was in my way going to meet the women at the DC, when I alighted at the bus stop a groupm of men who were seated at the road side invited...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"DC, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.305922,36.787509
5238,5238,incident_7878, sexual harassment ," we were in a matatu with two young girls from olympic to Makina. The girls were to alight at karanja stage but the tout convinced them to go...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Olympic kibera drive, Kibera, Nairobi, Kenya",Touching /Groping,-1.3111733,36.7763785
5239,5239,incident_7875, sexual harassment ," it was on Saturday when I was going to the shop and I heard someone whistling at me when I turned to see who it was I saw another boy coming...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"undugu, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3088027,36.7853027
5240,5240,incident_7871, sexual harassment ," I was walking from school when I met this boys sitting infront of a video den they started caling me. I went and they started tiuching me and...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3084665,36.783297
5241,5241,incident_7868, sexual harassment ," I went to watch a movie at my neighbours to my surprise the movie was showing naked people having sex when I saw this I ran away  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"katwekera, Kibera, Nairobi, Kenya",Indecent exposure,-1.3147303,36.7779833
5242,5242,incident_6981, commenting ," They tell us that they are waiting for us to finish our primary education faster.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni LM: Legion maria, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5243,5243,incident_6980, commenting ," They tell us that they are waiting for us to finish our primary education faster.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni LM: Legion maria, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5244,5244,incident_6979, commenting ," They tell us that they are waiting for us to finish our primary education faster.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni LM: Legion maria, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5245,5245,incident_6978, commenting ," They tell us that they are waiting for us to finish our primary education faster.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni LM: Legion maria, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5246,5246,incident_6977, commenting ," They tell us that they are waiting for us to finish our primary education faster.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni LM: Legion maria, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5247,5247,incident_6976, commenting ," They tell us that they are waiting for us to finish our primary education faster.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni LM: Legion maria, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5248,5248,incident_6975, commenting ," They tell us that they are waiting for us to finish our primary education faster.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni LM: Legion maria, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5249,5249,incident_6974, commenting ," They tell us that they are waiting for us to finish our primary education faster.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni LM: Legion maria, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5250,5250,incident_6973, commenting ," They tell us that they are waiting for us to finish our primary education faster.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni LM: Legion maria, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5251,5251,incident_6972, commenting ," They tell us that they are waiting for us to finish our primary education faster.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni LM: Legion maria, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5252,5252,incident_6971, commenting ," They tell us that they are waiting for us to finish our primary education faster.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni LM: Legion maria, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5253,5253,incident_6970, commenting ," They tell us that they are waiting for us to finish our primary education faster.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni LM: Legion maria, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5254,5254,incident_6969, commenting ," They say that we go to school for nothing and instead wasting our parents money  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni. LM: AIC, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5255,5255,incident_6968, commenting ," They say that we go to school for nothing and instead wasting our parents money  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni. LM: AIC, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5256,5256,incident_6967, comenting ," They say that we go to school for nothing and instead wasting our parents money  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni. LM: AIC, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5257,5257,incident_6966, commenting ," They say that we go to school for nothing and instead wasting our parents money  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni. LM: AIC, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5258,5258,incident_6965, commenting ," They say that we go to school for nothing and instead wasting our parents money  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni. LM: AIC, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5259,5259,incident_6964, commenting ," They say that we go to school for nothing and instead wasting our parents money  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni. LM: AIC, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5260,5260,incident_6963, commenting ," They say that we go to school for nothing and instead wasting our parents money  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni. LM: AIC, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5261,5261,incident_6962, commenting ," They say that we go to school for nothing and instead wasting our parents money  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni. LM: AIC, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5262,5262,incident_6961, commenting ," They say that we go to school for nothing and instead wasting our parents money  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni. LM: AIC, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5263,5263,incident_6960, commenting ," They say that we go to school for nothing and instead wasting our parents money  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni. LM: AIC, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5264,5264,incident_6959, commenting ," They say that we go to school for nothing and instead wasting our parents money  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni. LM: AIC, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5265,5265,incident_6958, commenting ," They say that we go to school for nothing and instead wasting our parents money  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni. LM: AIC, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5266,5266,incident_6957, commenting ," They say that we go to school for nothing and instead wasting our parents money  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni. LM: AIC, Kibera, Nairobi, Kenya",Commenting,-1.3124125,36.7906184
5267,5267,incident_6956, catcalls and sexual invites ," they call us and tell us that they will buy for us anything we want  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina LM: toi stage, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3084665,36.783297
5268,5268,incident_6955, catcalls and sexual invites ," they call us and tell us that they will buy for us anything we want  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina LM: toi stage, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3084665,36.783297
5269,5269,incident_6954, catcalls and sexual invites ," they call us and tell us that they will buy for us anything we want  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina LM: toi stage, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3084665,36.783297
5270,5270,incident_6953, catcalls and sexual invites ," they call us and tell us that they will buy for us anything we want  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina LM: toi stage, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3084665,36.783297
5271,5271,incident_6952, catcalls and sexual invites ," they call us and tell us that they will buy for us anything we want  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina LM: toi stage, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3084665,36.783297
5272,5272,incident_6951, catcalls and sexual invites ," they call us and tell us that they will buy for us anything we want  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina LM: toi stage, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3084665,36.783297
5273,5273,incident_6950, catcalls and sexual invites ," they call us and tell us that they will buy for us anything we want  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina LM: toi stage, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3084665,36.783297
5274,5274,incident_6949, catcalls and sexual invites ," they call us and tell us that they will buy for us anything we want  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina LM: toi stage, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3084665,36.783297
5275,5275,incident_6948, catcalls and sexual invites ," they call us and tell us that they will buy for us anything we want  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina LM: toi stage, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3084665,36.783297
5276,5276,incident_6947, catcalls and sexual invites ," they call us and tell us that they will buy for us anything we want  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina LM: toi stage, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3084665,36.783297
5277,5277,incident_6946, catcalls and sexual invites ," they call us and tell us that they will buy for us anything we want  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina LM: toi stage, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3084665,36.783297
5278,5278,incident_6945, catcalls and sexual invites ," they call us and tell us that they will buy for us anything we want  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina LM: toi stage, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3084665,36.783297
5279,5279,incident_6944, sexual invites ," they say that they will go and launch with us inside the hotel  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Frepals. LM: Mashauri hotel, Kibera, Nairobi, Kenya",Sexual Invites,-1.3084362,36.7816911
5280,5280,incident_6943, sexual invites ," they say that they will go and launch with us inside the hotel  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Frepals. LM: Mashauri hotel, Kibera, Nairobi, Kenya",Sexual Invites,-1.3084362,36.7816911
5281,5281,incident_6942, sexual invites ," they say that they will go and launch with us inside the hotel  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Frepals. LM: Mashauri hotel, Kibera, Nairobi, Kenya",Sexual Invites,-1.3084362,36.7816911
5282,5282,incident_6941, sexual invites ," they say that they will go and launch with us inside the hotel  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Frepals. LM: Mashauri hotel, Kibera, Nairobi, Kenya",Sexual Invites,-1.3084362,36.7816911
5283,5283,incident_6940, sexual invites ," they say that they will go and launch with us inside the hotel  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Frepals. LM: Mashauri hotel, Kibera, Nairobi, Kenya",Sexual Invites,-1.3084362,36.7816911
5284,5284,incident_6939, sexual invites ," they say that they will go and launch with us inside the hotel  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Frepals. LM: Mashauri hotel, Kibera, Nairobi, Kenya",Sexual Invites,-1.3084362,36.7816911
5285,5285,incident_6938, sexual invites ," they say that they will go and launch with us inside the hotel  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Frepals. LM: Mashauri hotel, Kibera, Nairobi, Kenya",Sexual Invites,-1.3084362,36.7816911
5286,5286,incident_6937, sexual invites ," they say that they will go and launch with us inside the hotel  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Frepals. LM: Mashauri hotel, Kibera, Nairobi, Kenya",Sexual Invites,-1.3084362,36.7816911
5287,5287,incident_6936, sexual invites ," they say that they will go and launch with us inside the hotel  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Frepals. LM: Mashauri hotel, Kibera, Nairobi, Kenya",Sexual Invites,-1.3084362,36.7816911
5288,5288,incident_6935, sexual invites ," they say that they will go and launch with us inside the hotel  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Frepals. LM: Mashauri hotel, Kibera, Nairobi, Kenya",Sexual Invites,-1.3084362,36.7816911
5289,5289,incident_6934, sexual invites ," they say that they will go and launch with us inside the hotel  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Frepals. LM: Mashauri hotel, Kibera, Nairobi, Kenya",Sexual Invites,-1.3084362,36.7816911
5290,5290,incident_6933, commenting and staring ," when we walk they look at our butocks and say that ""tumetosha mboga""  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"laini saba, kijiji, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3121712,36.7940684
5291,5291,incident_6932, commenting and staring ," when we walk they look at our butocks and say that ""tumetosha mboga""  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"laini saba, kijiji, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3121712,36.7940684
5292,5292,incident_6931, commenting and staring ," when we walk they look at our butocks and say that ""tumetosha mboga""  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"laini saba, kijiji, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3121712,36.7940684
5293,5293,incident_6930, commenting and staring ," when we walk they look at our butocks and say that ""tumetosha mboga""  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"laini saba, kijiji, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3121712,36.7940684
5294,5294,incident_6929, commenting and staring ," when we walk they look at our butocks and say that ""tumetosha mboga""  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"laini saba, kijiji, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3121712,36.7940684
5295,5295,incident_6928, commenting and staring ," when we walk they look at our butocks and say that ""tumetosha mboga""  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"laini saba, kijiji, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3121712,36.7940684
5296,5296,incident_6927, comenting and ogling/facial expressions ," when we walk they look at our butocks and say that ""tumetosha mboga""  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"laini saba, kijiji, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3121712,36.7940684
5297,5297,incident_6926, commenting and ogling/facial expressions ," when we walk they look at our butocks and say that ""tumetosha mboga""  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"laini saba, kijiji, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3121712,36.7940684
5298,5298,incident_6925, commenting and ogling/facial expressions ," when we walk they look at our butocks and say that ""tumetosha mboga""  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"laini saba, kijiji, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3121712,36.7940684
5299,5299,incident_6924, commenting ," they comment on our fashion.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina. LM: Green hut, Kibera, Nairobi, Kenya",Commenting,-1.3071765,36.7862505
5300,5300,incident_6923, commenting ," they comment on our fashion.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina. LM: Green hut, Kibera, Nairobi, Kenya",Commenting,-1.3071765,36.7862505
5301,5301,incident_6922, commenting ," they comment on our fashion.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina. LM: Green hut, Kibera, Nairobi, Kenya",Commenting,-1.3071765,36.7862505
5302,5302,incident_6921, commenting ," they comment on our fashion.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina. LM: Green hut, Kibera, Nairobi, Kenya",Commenting,-1.3071765,36.7862505
5303,5303,incident_6920, commenting ," they comment on our fashion.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina. LM: Green hut, Kibera, Nairobi, Kenya",Commenting,-1.3071765,36.7862505
5304,5304,incident_6919, commenting ," they comment on our fashion.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina. LM: Green hut, Kibera, Nairobi, Kenya",Commenting,-1.3071765,36.7862505
5305,5305,incident_6918, commenting ," they comment on our fashion.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina. LM: Green hut, Kibera, Nairobi, Kenya",Commenting,-1.3071765,36.7862505
5306,5306,incident_6917, commenting ," they comment on our fashion.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina. LM: Green hut, Kibera, Nairobi, Kenya",Commenting,-1.3071765,36.7862505
5307,5307,incident_6916, commenting ," they comment on our fashion.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina. LM: Green hut, Kibera, Nairobi, Kenya",Commenting,-1.3071765,36.7862505
5308,5308,incident_6915, commenting ," they comment on our fashion.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina. LM: Green hut, Kibera, Nairobi, Kenya",Commenting,-1.3071765,36.7862505
5309,5309,incident_6914, commenting ," they comment on our fashion.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina. LM: Green hut, Kibera, Nairobi, Kenya",Commenting,-1.3071765,36.7862505
5310,5310,incident_6913, commenting ," they comment on our fashion.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina. LM: Green hut, Kibera, Nairobi, Kenya",Commenting,-1.3071765,36.7862505
5311,5311,incident_6912, Commenting ," they coment on our fashion  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"makina. LM: Green hut, Kibera, Nairobi, Kenya",Commenting,-1.3071765,36.7862505
5312,5312,incident_6911, commenting ," they comment on our fashion.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makina. LM: Green hut, Kibera, Nairobi, Kenya",Commenting,-1.3071765,36.7862505
5313,5313,incident_6910, Touching ," They attempt to touch girls breasts  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Mashimoni, kimungu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3124125,36.7906184
5314,5314,incident_6909, Touching ," They attempt to touch girls breasts  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Mashimoni, kimungu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3124125,36.7906184
5315,5315,incident_6908, Touching ," They attempt to touch girls breasts  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Mashimoni, kimungu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3124125,36.7906184
5316,5316,incident_6907, Touching ," They attempt to touch girls breasts  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Mashimoni, kimungu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3124125,36.7906184
5317,5317,incident_6906, Touching ," They attempt to touch girls breasts  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Mashimoni, kimungu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3124125,36.7906184
5318,5318,incident_6905, Touching ," They attempt to touch girls breasts  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Mashimoni, kimungu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3124125,36.7906184
5319,5319,incident_6904, Touching ," They attempt to touch girls breasts  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni, kimungu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3124125,36.7906184
5320,5320,incident_6903, Touching ," They attempt to touch girls breasts  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni, kimungu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3124125,36.7906184
5321,5321,incident_6902, Touching ," They attempt to touch girls breasts  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni, kimungu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3124125,36.7906184
5322,5322,incident_6901, Touching ," They attempt to touch girls breasts  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni, kimungu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3124125,36.7906184
5323,5323,incident_6900, Touching ," They attempt to touch girls breasts  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni, kimungu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3124125,36.7906184
5324,5324,incident_6899, Touching ," They attempt to touch girls breasts  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni, kimungu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3124125,36.7906184
5325,5325,incident_6898, Touching ," They attempt to touch girls breasts  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni, kimungu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3124125,36.7906184
5326,5326,incident_6897, Touching ," They attempt to touch girls breasts  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni, Kimungu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3124125,36.7906184
5327,5327,incident_6896, Touching ," They attempt to touch girls breasts  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Mashimoni, kimungu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3124125,36.7906184
5328,5328,incident_6894, ogling ," there are some girls who were being winked at and started feeling they are loved  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3124125,36.7906184
5329,5329,incident_6892, sexual invites ," a girl ran away from home to go and sleep out with men  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"lindi, Kibera, Nairobi, Kenya",Sexual Invites,-1.3156087,36.7920489
5330,5330,incident_6889, commenting ," there was this girl who was walking and she was told by some men that she is walking as if the world is coming to an end  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Kibera, Nairobi, Kenya",Commenting,-1.3114845,36.7879475
